A1BG	ENSP00000263100
EYA2	ENSP00000333640
EYA3	ENSP00000362978
EYA4	ENSP00000432770
EYS	ENSP00000359655
EZH1	ENSP00000404658
EZH2	ENSP00000320147
EZR	ENSP00000338934
F11	ENSP00000384957
F11R	ENSP00000357005
F12	ENSP00000253496
F13A1	ENSP00000264870
F13B	ENSP00000356382
F2	ENSP00000308541
F2R	ENSP00000321326
F2RL2	ENSP00000296641
F2RL3	ENSP00000248076
F3	ENSP00000334145
F5	ENSP00000356770
F7	ENSP00000364731
F8A1	ENSP00000479624
F8	ENSP00000353393
F9	ENSP00000218099
FA2H	ENSP00000219368
FAAH2	ENSP00000364035
FAAH	ENSP00000243167
FAAP100	ENSP00000333283
FAAP20	ENSP00000410450
FAAP24	ENSP00000466121
FABP12	ENSP00000353650
FABP1	ENSP00000295834
FABP2	ENSP00000274024
FABP3	ENSP00000362817
FABP4	ENSP00000256104
FABP5	ENSP00000297258
FABP6	ENSP00000377549
FABP7	ENSP00000348931
FABP9	ENSP00000368362
FADD	ENSP00000301838
FADS1	ENSP00000322229
FADS2	ENSP00000278840
FADS3	ENSP00000278829
FADS6	ENSP00000481684
FAF1	ENSP00000379457
FAF2	ENSP00000261942
FAHD1	ENSP00000372112
FAHD2A	ENSP00000406424
FAH	ENSP00000385080
FAIM2	ENSP00000321951
FAIM	ENSP00000342805
FAM102A	ENSP00000362187
FAM102B	ENSP00000359052
FAM104A	ENSP00000384832
FAM104B	ENSP00000397188
FAM107A	ENSP00000419124
FAM107B	ENSP00000181796
FAM110A	ENSP00000371367
FAM110B	ENSP00000355204
FAM110C	ENSP00000328347
FAM110D	ENSP00000363386
FAM111A	ENSP00000434435
FAM114A1	ENSP00000351740
FAM114A2	ENSP00000341597
FAM117A	ENSP00000240364
FAM118A	ENSP00000216214
FAM118B	ENSP00000433343
FAM120A	ENSP00000277165
FAM120AOS	ENSP00000364561
FAM120B	ENSP00000440125
FAM120C	ENSP00000364324
FAM122B	ENSP00000479150
FAM124A	ENSP00000280057
FAM124B	ENSP00000386895
FAM126A	ENSP00000403396
FAM126B	ENSP00000393667
FAM131A	ENSP00000373360
FAM131B	ENSP00000410603
FAM133A	ENSP00000362169
FAM135A	ENSP00000410768
FAM135B	ENSP00000378710
FAM136A	ENSP00000397269
FAM13A	ENSP00000264344
FAM13B	ENSP00000033079
FAM13C	ENSP00000483510
FAM149A	ENSP00000348732
FAM149B1	ENSP00000242505
FAM151A	ENSP00000306888
FAM151B	ENSP00000282226
FAM155B	ENSP00000252338
FAM156B	ENSP00000483008
FAM160A1	ENSP00000413196
FAM160A2	ENSP00000265978
FAM160B1	ENSP00000358251
FAM160B2	ENSP00000403288
FAM161A	ENSP00000385158
FAM161B	ENSP00000499021
FAM162A	ENSP00000419088
FAM162B	ENSP00000357545
FAM163A	ENSP00000354891
FAM163B	ENSP00000419867
FAM166A	ENSP00000344729
FAM166B	ENSP00000382646
FAM167A	ENSP00000284486
FAM167B	ENSP00000362684
FAM168A	ENSP00000064778
FAM168B	ENSP00000387051
FAM169A	ENSP00000373808
FAM169B	ENSP00000332615
FAM170A	ENSP00000422684
FAM170B	ENSP00000308292
FAM171A1	ENSP00000367356
FAM171A2	ENSP00000293443
FAM171B	ENSP00000304108
FAM172A	ENSP00000379294
FAM174A	ENSP00000307954
FAM174B	ENSP00000329040
FAM177A1	ENSP00000280987
FAM177B	ENSP00000354070
FAM178B	ENSP00000429896
FAM180A	ENSP00000406553
FAM180B	ENSP00000443133
FAM181A	ENSP00000267594
FAM181B	ENSP00000365295
FAM183A	ENSP00000387254
FAM184A	ENSP00000342604
FAM184B	ENSP00000265018
FAM185A	ENSP00000395340
FAM186B	ENSP00000257894
FAM187A	ENSP00000329499
FAM187B	ENSP00000323355
FAM189A1	ENSP00000261275
FAM189A2	ENSP00000304435
FAM189B	ENSP00000354958
FAM192A	ENSP00000335808
FAM193A	ENSP00000490564
FAM193B	ENSP00000422131
FAM199X	ENSP00000417581
FAM200B	ENSP00000393017
FAM204A	ENSP00000358183
FAM205C	ENSP00000489585
FAM207A	ENSP00000291634
FAM209A	ENSP00000360379
FAM209B	ENSP00000360376
FAM20A	ENSP00000468308
FAM20B	ENSP00000263733
FAM20C	ENSP00000322323
FAM210A	ENSP00000323635
FAM210B	ENSP00000360437
FAM214A	ENSP00000443598
FAM214B	ENSP00000474335
FAM216A	ENSP00000366901
FAM216B	ENSP00000319336
FAM217A	ENSP00000492773
FAM217B	ENSP00000351040
FAM219A	ENSP00000499069
FAM219B	ENSP00000350260
FAM220A	ENSP00000317289
FAM221A	ENSP00000342576
FAM222A	ENSP00000443292
FAM222B	ENSP00000462419
FAM227A	ENSP00000348086
FAM227B	ENSP00000299338
FAM228A	ENSP00000295150
FAM228B	ENSP00000482482
FAM229A	ENSP00000455971
FAM229B	ENSP00000357645
FAM234A	ENSP00000382814
FAM234B	ENSP00000197268
FAM24A	ENSP00000357889
FAM25C	ENSP00000485370
FAM32A	ENSP00000263384
FAM3A	ENSP00000320521
FAM3B	ENSP00000381646
FAM3C	ENSP00000353025
FAM3D	ENSP00000351632
FAM43A	ENSP00000371397
FAM43B	ENSP00000331397
FAM47A	ENSP00000345029
FAM47E	ENSP00000409423
FAM49A	ENSP00000370724
FAM49B	ENSP00000429150
FAM50A	ENSP00000377225
FAM50B	ENSP00000496837
FAM53A	ENSP00000418243
FAM53B	ENSP00000338532
FAM53C	ENSP00000403705
FAM71A	ENSP00000294829
FAM71B	ENSP00000305596
FAM71C	ENSP00000315247
FAM71D	ENSP00000431905
FAM71E2	ENSP00000398617
FAM71F1	ENSP00000326652
FAM71F2	ENSP00000493102
FAM72B	ENSP00000358397
FAM76A	ENSP00000010299
FAM76B	ENSP00000351631
FAM78A	ENSP00000361345
FAM78B	ENSP00000389945
FAM81A	ENSP00000288228
FAM81B	ENSP00000283357
FAM83B	ENSP00000304078
FAM83C	ENSP00000363529
FAM83D	ENSP00000481110
FAM83E	ENSP00000263266
FAM83F	ENSP00000330432
FAM83G	ENSP00000373647
FAM83H	ENSP00000499217
FAM89A	ENSP00000355614
FAM89B	ENSP00000431459
FAM8A1	ENSP00000259963
FAM90A26	ENSP00000421131
FAM91A1	ENSP00000335082
FAM92A	ENSP00000429367
FAM92B	ENSP00000443411
FAM98A	ENSP00000238823
FAM98B	ENSP00000380734
FAM98C	ENSP00000252530
FAM9A	ENSP00000370391
FAM9B	ENSP00000354770
FAN1	ENSP00000499703
FANCA	ENSP00000373952
FANCB	ENSP00000326819
FANCC	ENSP00000289081
FANCD2	ENSP00000287647
FANCD2OS	ENSP00000429663
FANCE	ENSP00000229769
FANCF	ENSP00000330875
FANCI	ENSP00000310842
FANCL	ENSP00000385021
FANCM	ENSP00000267430
FANK1	ENSP00000357682
FAP	ENSP00000188790
FAR1	ENSP00000346874
FAR2	ENSP00000443291
FARP1	ENSP00000471242
FARP2	ENSP00000264042
FARS2	ENSP00000316335
FARSA	ENSP00000468051
FARSB	ENSP00000281828
FAS	ENSP00000498466
FASLG	ENSP00000356694
FASTKD1	ENSP00000400513
FASTKD2	ENSP00000236980
FASTKD3	ENSP00000264669
FASTKD5	ENSP00000369618
FASTK	ENSP00000297532
FAT1	ENSP00000479573
FAT2	ENSP00000261800
FAT3	ENSP00000387040
FAT4	ENSP00000377862
FATE1	ENSP00000359375
FAU	ENSP00000435370
FAXC	ENSP00000374328
FAXDC2	ENSP00000320604
FBF1	ENSP00000490726
FBL	ENSP00000221801
FBLIM1	ENSP00000416387
FBLL1	ENSP00000473383
FBLN1	ENSP00000385521
FBLN2	ENSP00000384169
FBLN5	ENSP00000267620
FBLN7	ENSP00000331411
FBN1	ENSP00000325527
FBN2	ENSP00000424571
FBN3	ENSP00000498507
FBP1	ENSP00000364475
FBP2	ENSP00000364486
FBRS	ENSP00000348489
FBRSL1	ENSP00000396160
FBXL12	ENSP00000247977
FBXL13	ENSP00000388608
FBXL14	ENSP00000344855
FBXL15	ENSP00000224862
FBXL16	ENSP00000380746
FBXL18	ENSP00000371805
FBXL19	ENSP00000369666
FBXL22	ENSP00000353794
FBXL2	ENSP00000417601
FBXL3	ENSP00000347834
FBXL4	ENSP00000358247
FBXL5	ENSP00000344866
FBXL6	ENSP00000330098
FBXL7	ENSP00000423630
FBXL8	ENSP00000258200
FBXO10	ENSP00000403802
FBXO11	ENSP00000384823
FBXO15	ENSP00000393154
FBXO16	ENSP00000428902
FBXO17	ENSP00000292852
FBXO21	ENSP00000328187
FBXO22	ENSP00000307833
FBXO24	ENSP00000416558
FBXO25	ENSP00000372274
FBXO28	ENSP00000355827
FBXO2	ENSP00000346240
FBXO30	ENSP00000237281
FBXO31	ENSP00000310841
FBXO32	ENSP00000428205
FBXO33	ENSP00000298097
FBXO34	ENSP00000313159
FBXO36	ENSP00000283946
FBXO38	ENSP00000342023
FBXO39	ENSP00000321386
FBXO3	ENSP00000265651
FBXO40	ENSP00000337510
FBXO41	ENSP00000428646
FBXO42	ENSP00000364742
FBXO43	ENSP00000403293
FBXO44	ENSP00000365959
FBXO45	ENSP00000310332
FBXO46	ENSP00000410007
FBXO47	ENSP00000367319
FBXO48	ENSP00000367193
FBXO4	ENSP00000281623
FBXO5	ENSP00000229758
FBXO6	ENSP00000365944
FBXO7	ENSP00000266087
FBXO8	ENSP00000377280
FBXO9	ENSP00000244426
FBXW10	ENSP00000310382
FBXW11	ENSP00000265094
FBXW12	ENSP00000296438
FBXW2	ENSP00000476369
FBXW4	ENSP00000359149
FBXW5	ENSP00000313034
FBXW7	ENSP00000474725
FBXW8	ENSP00000498999
FBXW9	ENSP00000465387
FCAR	ENSP00000347714
FCER1A	ENSP00000357097
FCER1G	ENSP00000356971
FCER2	ENSP00000264072
FCF1	ENSP00000344393
FCGBP	ENSP00000481056
FCGR1A	ENSP00000358165
FCGR2A	ENSP00000271450
FCGR2B	ENSP00000351497
FCGR3A	ENSP00000356946
FCGRT	ENSP00000221466
FCHO1	ENSP00000470568
FCHSD1	ENSP00000399259
FCHSD2	ENSP00000386987
FCMR	ENSP00000356058
FCN2	ENSP00000291744
FCN3	ENSP00000270879
FCRL2	ENSP00000355157
FCRL3	ENSP00000357169
FCRL4	ENSP00000271532
FCRL5	ENSP00000354691
FCRL6	ENSP00000357086
FCRLA	ENSP00000356936
FCRLB	ENSP00000356925
FDFT1	ENSP00000491537
FDPS	ENSP00000357340
FDX1	ENSP00000260270
FDX2	ENSP00000377311
FDXR	ENSP00000416515
FECH	ENSP00000498358
FEM1A	ENSP00000269856
FEM1B	ENSP00000307298
FEM1C	ENSP00000274457
FEN1	ENSP00000305480
FER1L5	ENSP00000493251
FER1L6	ENSP00000428280
FERD3L	ENSP00000275461
FER	ENSP00000281092
FERMT1	ENSP00000217289
FERMT2	ENSP00000451084
FERMT3	ENSP00000279227
FES	ENSP00000331504
FETUB	ENSP00000404288
FEV	ENSP00000295727
FEZ1	ENSP00000497070
FEZ2	ENSP00000368547
FEZF1	ENSP00000411145
FEZF2	ENSP00000418589
FFAR1	ENSP00000246553
FFAR2	ENSP00000473159
FFAR3	ENSP00000328230
FFAR4	ENSP00000360538
FGA	ENSP00000498441
FGB	ENSP00000306099
FGD1	ENSP00000364277
FGD2	ENSP00000274963
FGD3	ENSP00000364631
FGD4	ENSP00000449273
FGD5	ENSP00000285046
FGD6	ENSP00000344446
FGF10	ENSP00000264664
FGF11	ENSP00000293829
FGF12	ENSP00000413496
FGF16	ENSP00000399324
FGF17	ENSP00000352414
FGF18	ENSP00000274625
FGF19	ENSP00000294312
FGF1	ENSP00000352329
FGF20	ENSP00000180166
FGF21	ENSP00000471477
FGF22	ENSP00000215530
FGF23	ENSP00000237837
FGF2	ENSP00000477134
FGF3	ENSP00000334122
FGF4	ENSP00000168712
FGF5	ENSP00000311697
FGF6	ENSP00000228837
FGF7	ENSP00000267843
FGF8	ENSP00000321797
FGF9	ENSP00000371790
FGFBP1	ENSP00000371770
FGFBP2	ENSP00000259989
FGFBP3	ENSP00000339067
FGFR1	ENSP00000393312
FGFR1OP2	ENSP00000229395
FGFR1OP	ENSP00000355812
FGFR2	ENSP00000410294
FGFR3	ENSP00000339824
FGFR4	ENSP00000292408
FGFRL1	ENSP00000381498
FGG	ENSP00000384552
FGGY	ENSP00000360262
FGL1	ENSP00000381133
FGL2	ENSP00000248598
FGR	ENSP00000363117
FHAD1	ENSP00000365166
FHDC1	ENSP00000427567
FH	ENSP00000355518
FHIT	ENSP00000417480
FHL1	ENSP00000377710
FHL2	ENSP00000386892
FHL3	ENSP00000362107
FHL5	ENSP00000326022
FHOD1	ENSP00000258201
FHOD3	ENSP00000466937
FIBCD1	ENSP00000361413
FIBIN	ENSP00000321962
FIBP	ENSP00000344572
FICD	ENSP00000446479
FIG4	ENSP00000230124
FIGLA	ENSP00000333097
FIGN	ENSP00000333836
FIGNL1	ENSP00000349356
FIGNL2	ENSP00000491257
FILIP1	ENSP00000237172
FILIP1L	ENSP00000346560
FIP1L1	ENSP00000336752
FITM1	ENSP00000267426
FITM2	ENSP00000380037
FIZ1	ENSP00000221665
FJX1	ENSP00000400223
FKBP10	ENSP00000317232
FKBP11	ENSP00000449751
FKBP14	ENSP00000222803
FKBP15	ENSP00000238256
FKBP1A	ENSP00000482758
FKBP1C	ENSP00000359693
FKBP3	ENSP00000216330
FKBP4	ENSP00000001008
FKBP5	ENSP00000349811
FKBP6	ENSP00000252037
FKBP7	ENSP00000413152
FKBP8	ENSP00000471700
FKBP9	ENSP00000439250
FKBPL	ENSP00000364298
FKRP	ENSP00000326570
FKTN	ENSP00000473540
FLCN	ENSP00000285071
FLG2	ENSP00000373370
FLG	ENSP00000357789
FLI1	ENSP00000433488
FLII	ENSP00000324573
FLNA	ENSP00000358866
FLNB	ENSP00000420213
FLNC	ENSP00000327145
FLOT1	ENSP00000365569
FLOT2	ENSP00000378366
FLRT1	ENSP00000246841
FLRT2	ENSP00000332879
FLRT3	ENSP00000367292
FLT1	ENSP00000282397
FLT3	ENSP00000241453
FLT4	ENSP00000261937
FLVCR1	ENSP00000355938
FLVCR2	ENSP00000238667
FLYWCH2	ENSP00000459223
FMN1	ENSP00000454047
FMN2	ENSP00000318884
FMNL1	ENSP00000329219
FMNL2	ENSP00000288670
FMNL3	ENSP00000335655
FMO1	ENSP00000481732
FMO2	ENSP00000209929
FMO3	ENSP00000356729
FMO4	ENSP00000356723
FMO5	ENSP00000254090
FMOD	ENSP00000347041
FMR1	ENSP00000359506
FMR1NB	ENSP00000359498
FN1	ENSP00000346839
FN3K	ENSP00000300784
FN3KRP	ENSP00000269373
FNBP1	ENSP00000413625
FNBP1L	ENSP00000473921
FNBP4	ENSP00000263773
FNDC10	ENSP00000389111
FNDC11	ENSP00000359116
FNDC1	ENSP00000297267
FNDC3A	ENSP00000417257
FNDC3B	ENSP00000389094
FNDC4	ENSP00000264703
FNDC7	ENSP00000359034
FNDC8	ENSP00000158009
FNDC9	ENSP00000310594
FNIP1	ENSP00000421985
FNIP2	ENSP00000264433
FNTA	ENSP00000303423
FOCAD	ENSP00000369599
FOLH1	ENSP00000256999
FOLR1	ENSP00000308137
FOLR2	ENSP00000298223
FOLR3	ENSP00000481114
FOPNL	ENSP00000461830
FOSB	ENSP00000245919
FOS	ENSP00000306245
FOSL1	ENSP00000310170
FOSL2	ENSP00000264716
FOXA1	ENSP00000250448
FOXA2	ENSP00000400341
FOXA3	ENSP00000304004
FOXB1	ENSP00000379369
FOXB2	ENSP00000365898
FOXC1	ENSP00000493906
FOXC2	ENSP00000497759
FOXD1	ENSP00000481581
FOXD2	ENSP00000335493
FOXD3	ENSP00000360157
FOXD4L1	ENSP00000302756
FOXE1	ENSP00000364265
FOXF1	ENSP00000262426
FOXF2	ENSP00000496415
FOXG1	ENSP00000339004
FOXH1	ENSP00000366534
FOXI1	ENSP00000304286
FOXI2	ENSP00000373572
FOXI3	ENSP00000478384
FOXJ1	ENSP00000323880
FOXJ2	ENSP00000162391
FOXJ3	ENSP00000361653
FOXK1	ENSP00000328720
FOXK2	ENSP00000335677
FOXL1	ENSP00000326272
FOXL2	ENSP00000497217
FOXM1	ENSP00000342307
FOXN1	ENSP00000464645
FOXN2	ENSP00000343633
FOXN3	ENSP00000343288
FOXN4	ENSP00000299162
FOXO1	ENSP00000368880
FOXO3	ENSP00000339527
FOXO4	ENSP00000363377
FOXO6	ENSP00000493184
FOXP1	ENSP00000498110
FOXP2	ENSP00000386200
FOXP3	ENSP00000451208
FOXP4	ENSP00000309823
FOXR1	ENSP00000314806
FOXR2	ENSP00000427329
FOXRED1	ENSP00000263578
FOXRED2	ENSP00000380401
FOXS1	ENSP00000365145
FPGS	ENSP00000362344
FPGT	ENSP00000359935
FPGT-TNNI3K	ENSP00000450895
FRA10AC1	ENSP00000360488
FRAS1	ENSP00000422834
FRAT1	ENSP00000360060
FRAT2	ENSP00000360058
FREM1	ENSP00000370262
FREM2	ENSP00000280481
FREM3	ENSP00000332886
FRG1	ENSP00000226798
FRG2C	ENSP00000312299
FRK	ENSP00000476145
FRMD1	ENSP00000494166
FRMD3	ENSP00000303508
FRMD4A	ENSP00000350032
FRMD4B	ENSP00000381549
FRMD5	ENSP00000403067
FRMD6	ENSP00000343899
FRMD7	ENSP00000298542
FRMD8	ENSP00000319726
FRMPD1	ENSP00000366995
FRMPD2	ENSP00000490201
FRMPD3	ENSP00000276185
FRMPD4	ENSP00000499481
FRRS1	ENSP00000287474
FRRS1L	ENSP00000477141
FRS2	ENSP00000450048
FRS3	ENSP00000362109
FRY	ENSP00000494761
FRYL	ENSP00000426064
FRZB	ENSP00000295113
FSCB	ENSP00000344579
FSCN1	ENSP00000371798
FSCN2	ENSP00000334665
FSCN3	ENSP00000265825
FSD1	ENSP00000221856
FSD1L	ENSP00000417492
FSD2	ENSP00000335651
FSHB	ENSP00000254122
FSHR	ENSP00000384708
FSIP1	ENSP00000280236
FSIP2	ENSP00000401306
FST	ENSP00000256759
FSTL1	ENSP00000295633
FSTL3	ENSP00000166139
FSTL4	ENSP00000265342
FSTL5	ENSP00000305334
FTCD	ENSP00000380856
FTCDNL1	ENSP00000482786
FTH1	ENSP00000273550
FTHL17	ENSP00000368207
FTL	ENSP00000366525
FTMT	ENSP00000313691
FTO	ENSP00000490516
FTSJ1	ENSP00000326948
FTSJ3	ENSP00000396673
FUBP1	ENSP00000359803
FUBP3	ENSP00000318177
FUCA1	ENSP00000363603
FUCA2	ENSP00000002165
FUNDC1	ENSP00000367284
FUNDC2	ENSP00000358510
FUOM	ENSP00000278025
FURIN	ENSP00000268171
FUS	ENSP00000455282
FUT10	ENSP00000332757
FUT11	ENSP00000361932
FUT1	ENSP00000494643
FUT2	ENSP00000430227
FUT4	ENSP00000351602
FUT5	ENSP00000466880
FUT7	ENSP00000318142
FUT8	ENSP00000353910
FUT9	ENSP00000302599
FUZ	ENSP00000313309
FXN	ENSP00000419243
FXR1	ENSP00000350170
FXR2	ENSP00000250113
FXYD3	ENSP00000473929
FXYD5	ENSP00000444839
FXYD6-FXYD2	ENSP00000482442
FXYD7	ENSP00000465784
FYCO1	ENSP00000441178
FYN	ENSP00000346671
FYTTD1	ENSP00000241502
FZD10	ENSP00000229030
FZD1	ENSP00000287934
FZD2	ENSP00000323901
FZD3	ENSP00000240093
FZD4	ENSP00000434034
FZD5	ENSP00000354607
FZD6	ENSP00000429055
FZD7	ENSP00000286201
FZD8	ENSP00000363826
FZD9	ENSP00000345785
FZR1	ENSP00000378529
G0S2	ENSP00000355996
G2E3	ENSP00000451653
G3BP1	ENSP00000377681
G3BP2	ENSP00000379069
G6PC2	ENSP00000364512
G6PC3	ENSP00000269097
G6PC	ENSP00000253801
G6PD	ENSP00000358633
GAA	ENSP00000374665
GAB1	ENSP00000262995
GAB2	ENSP00000354952
GAB3	ENSP00000399588
GABARAP	ENSP00000306866
GABARAPL1	ENSP00000411256
GABARAPL2	ENSP00000037243
GABBR1	ENSP00000366233
GABBR2	ENSP00000259455
GABPA	ENSP00000346886
GABPB1	ENSP00000220429
GABPB2	ENSP00000357914
GABRA1	ENSP00000490360
GABRA2	ENSP00000427603
GABRA3	ENSP00000359337
GABRA4	ENSP00000264318
GABRA5	ENSP00000335592
GABRA6	ENSP00000274545
GABRB2	ENSP00000377531
GABRB3	ENSP00000442408
GABRD	ENSP00000492435
GABRE	ENSP00000359353
GABRG1	ENSP00000295452
GABRG2	ENSP00000410732
GABRP	ENSP00000430100
GABRQ	ENSP00000469332
GABRR1	ENSP00000412673
GABRR2	ENSP00000386029
GABRR3	ENSP00000420790
GAD1	ENSP00000350928
GAD2	ENSP00000365437
GADD45A	ENSP00000360025
GADD45B	ENSP00000467490
GADD45G	ENSP00000252506
GADD45GIP1	ENSP00000323065
GADL1	ENSP00000282538
GAK	ENSP00000314499
GAL3ST1	ENSP00000385825
GAL3ST2	ENSP00000192314
GAL3ST3	ENSP00000308591
GALC	ENSP00000261304
GALE	ENSP00000363621
GAL	ENSP00000265643
GALK1	ENSP00000225614
GALK2	ENSP00000453129
GALM	ENSP00000272252
GALNS	ENSP00000268695
GALNT10	ENSP00000297107
GALNT11	ENSP00000395122
GALNT12	ENSP00000364150
GALNT14	ENSP00000314500
GALNT15	ENSP00000344260
GALNT16	ENSP00000336729
GALNT18	ENSP00000227756
GALNT1	ENSP00000269195
GALNT2	ENSP00000355632
GALNT3	ENSP00000376465
GALNT4	ENSP00000436604
GALNT5	ENSP00000259056
GALNT6	ENSP00000444171
GALNT7	ENSP00000265000
GALNT8	ENSP00000252318
GALNT9	ENSP00000329846
GALNTL5	ENSP00000392582
GALNTL6	ENSP00000423313
GALP	ENSP00000349884
GALR1	ENSP00000299727
GALR2	ENSP00000329684
GALR3	ENSP00000249041
GALT	ENSP00000368119
GAMT	ENSP00000403536
GANAB	ENSP00000340466
GANC	ENSP00000326227
GAN	ENSP00000497351
GAP43	ENSP00000377372
GAPDH	ENSP00000229239
GAPDHS	ENSP00000222286
GAPT	ENSP00000379997
GAPVD1	ENSP00000377665
GAREM1	ENSP00000269209
GAREM2	ENSP00000384593
GARNL3	ENSP00000362485
GARS	ENSP00000373918
GART	ENSP00000371236
GAS1	ENSP00000298743
GAS2	ENSP00000401145
GAS2L1	ENSP00000478908
GAS2L2	ENSP00000474529
GAS2L3	ENSP00000266754
GAS6	ENSP00000331831
GAS7	ENSP00000407552
GAS8	ENSP00000268699
GAST	ENSP00000331358
GATA1	ENSP00000365858
GATA2	ENSP00000345681
GATA3	ENSP00000368632
GATA4	ENSP00000435712
GATA5	ENSP00000252997
GATA6	ENSP00000269216
GATAD1	ENSP00000287957
GATAD2A	ENSP00000384899
GATAD2B	ENSP00000357644
GATB	ENSP00000263985
GATC	ENSP00000446872
GATM	ENSP00000379895
GBA2	ENSP00000367343
GBA3	ENSP00000427458
GBA	ENSP00000357357
GBE1	ENSP00000410833
GBF1	ENSP00000359000
GBGT1	ENSP00000361110
GBP1	ENSP00000359504
GBP2	ENSP00000434282
GBP3	ENSP00000359512
GBP6	ENSP00000359485
GBP7	ENSP00000294671
GBX1	ENSP00000297537
GBX2	ENSP00000302251
GCA	ENSP00000394842
GCAT	ENSP00000371110
GCC1	ENSP00000318821
GCC2	ENSP00000307939
GCDH	ENSP00000222214
GC	ENSP00000421725
GCFC2	ENSP00000318690
GCG	ENSP00000387662
GCGR	ENSP00000460976
GCH1	ENSP00000419045
GCHFR	ENSP00000260447
GCK	ENSP00000223366
GCLC	ENSP00000497574
GCLM	ENSP00000359258
GCM1	ENSP00000259803
GCM2	ENSP00000368805
GCN1	ENSP00000300648
GCNT1	ENSP00000365920
GCNT2	ENSP00000419411
GCNT3	ENSP00000452741
GCNT4	ENSP00000317027
GCNT7	ENSP00000482600
GCOM1	ENSP00000465231
GCSAM	ENSP00000419485
GCSAML	ENSP00000355444
GCSH	ENSP00000319531
GDA	ENSP00000238018
GDAP1	ENSP00000220822
GDAP1L1	ENSP00000440498
GDAP2	ENSP00000358451
GDE1	ENSP00000261386
GDF10	ENSP00000464145
GDF11	ENSP00000257868
GDF15	ENSP00000252809
GDF2	ENSP00000463051
GDF3	ENSP00000331745
GDF5	ENSP00000363489
GDF5OS	ENSP00000498759
GDF6	ENSP00000287020
GDF7	ENSP00000272224
GDF9	ENSP00000367942
GDI1	ENSP00000394071
GDI2	ENSP00000369538
GDNF	ENSP00000409007
GDPD1	ENSP00000284116
GDPD2	ENSP00000414019
GDPD3	ENSP00000384363
GDPD4	ENSP00000365390
GDPD5	ENSP00000433214
GDPGP1	ENSP00000452793
GEM	ENSP00000379497
GEMIN2	ENSP00000308533
GEMIN5	ENSP00000285873
GEMIN6	ENSP00000281950
GEMIN7	ENSP00000466342
GEMIN8	ENSP00000369895
GEN1	ENSP00000318977
GET4	ENSP00000265857
GFAP	ENSP00000492432
GFER	ENSP00000248114
GFI1B	ENSP00000489646
GFI1	ENSP00000359357
GFM1	ENSP00000264263
GFM2	ENSP00000296805
GFOD2	ENSP00000268797
GFPT1	ENSP00000349860
GFPT2	ENSP00000253778
GFRA1	ENSP00000347591
GFRA2	ENSP00000428518
GFRA3	ENSP00000274721
GFRAL	ENSP00000343636
GFY	ENSP00000459439
GGA1	ENSP00000371175
GGA2	ENSP00000311962
GGA3	ENSP00000438085
GGACT	ENSP00000365426
GGCT	ENSP00000275428
GGCX	ENSP00000233838
GGH	ENSP00000260118
GGNBP2	ENSP00000478220
GGN	ENSP00000334940
GGPS1	ENSP00000418690
GGT1	ENSP00000383232
GGT5	ENSP00000381340
GGT6	ENSP00000370962
GGT7	ENSP00000338964
GH1	ENSP00000312673
GHDC	ENSP00000301671
GHITM	ENSP00000361207
GHR	ENSP00000483403
GHRH	ENSP00000362716
GHRHR	ENSP00000320180
GHRL	ENSP00000335074
GHSR	ENSP00000241256
GID4	ENSP00000365523
GID8	ENSP00000266069
GIGYF1	ENSP00000275732
GIGYF2	ENSP00000386765
GIMAP1-GIMAP5	ENSP00000477920
GIMAP4	ENSP00000419545
GIMAP6	ENSP00000479580
GIMAP7	ENSP00000315474
GIMAP8	ENSP00000305107
GIMD1	ENSP00000491450
GIN1	ENSP00000381970
GINM1	ENSP00000356389
GINS1	ENSP00000262460
GINS3	ENSP00000401018
GINS4	ENSP00000428754
GIPC1	ENSP00000376753
GIPC2	ENSP00000359795
GIPC3	ENSP00000495068
GIP	ENSP00000350005
GIPR	ENSP00000467494
GIT1	ENSP00000378338
GIT2	ENSP00000347464
GJA10	ENSP00000358358
GJA1	ENSP00000497283
GJA3	ENSP00000241125
GJA4	ENSP00000343676
GJA5	ENSP00000463851
GJA8	ENSP00000358238
GJA9	ENSP00000354020
GJB1	ENSP00000363141
GJB2	ENSP00000372295
GJB3	ENSP00000362464
GJB4	ENSP00000345868
GJB5	ENSP00000340811
GJB6	ENSP00000241124
GJB7	ENSP00000435355
GJC1	ENSP00000466339
GJC2	ENSP00000355675
GJC3	ENSP00000325775
GJD2	ENSP00000290374
GJD3	ENSP00000463752
GJD4	ENSP00000315070
GK2	ENSP00000351706
GK5	ENSP00000418001
GKAP1	ENSP00000365550
GK	ENSP00000401720
GKN1	ENSP00000367172
GKN2	ENSP00000329292
GKN3P	ENSP00000489972
GLA	ENSP00000498186
GLB1	ENSP00000306920
GLB1L2	ENSP00000444628
GLB1L3	ENSP00000396615
GLB1L	ENSP00000295759
GLCCI1	ENSP00000223145
GLCE	ENSP00000261858
GLDC	ENSP00000370737
GLDN	ENSP00000335196
GLE1	ENSP00000308622
GLG1	ENSP00000205061
GLI1	ENSP00000228682
GLI2	ENSP00000390436
GLI3	ENSP00000379258
GLI4	ENSP00000430987
GLIPR1	ENSP00000266659
GLIPR1L1	ENSP00000367967
GLIPR1L2	ENSP00000448248
GLIPR2	ENSP00000367196
GLIS1	ENSP00000486112
